,matches
45971,"[(13071, 0.7708610256373873), (9537, 0.734277213096096), (9044, 0.7310382787310776), (12712, 0.7222589790912839), (43927, 0.7197083208572141), (11559, 0.7194660539982365), (44302, 0.7125957810065189), (3369, 0.71147594239879), (7260, 0.7080878876127609), (40566, 0.7072604717834232), (11788, 0.7004639323311038), (48729, 0.6998975959207512), (36046, 0.6964515143957674), (35332, 0.6926709072911666), (25817, 0.6922974434491005), (6990, 0.692279613524152), (20483, 0.6883081334681752), (6780, 0.6875612185009907), (9095, 0.6848199373461417), (45177, 0.6824118285326327), (59048, 0.6809065341983674), (50846, 0.6801965465181817), (8236, 0.6800196322237079), (29055, 0.6795167091163723), (31731, 0.6779999492984999), (21199, 0.6757641409008209), (48244, 0.6750082009467546), (20448, 0.6708866314066625), (14569, 0.6696446728228304), (28862, 0.6669494932916009), (34, 0.6660526086142564), (27003, 0.6650082578026957), (37602, 0.6648725418694418), (14164, 0.6645805095659699), (51867, 0.6639228552447393), (12717, 0.6616685417142547), (27682, 0.6614699209049528), (34609, 0.6614603002842978), (24070, 0.6614045495937165), (27819, 0.6603835895957567), (58778, 0.6599268466101061), (35319, 0.6577410007490441), (3556, 0.6570705670300686), (29920, 0.656511836636067), (55588, 0.6560247432764889), (43889, 0.6557536433429945), (1637, 0.6545267890149221), (5678, 0.6534294319342016), (29977, 0.6529972851879355), (39625, 0.652942533731397), (12790, 0.6519520599882995), (57860, 0.6514050593667581), (1419, 0.650934045182053)]"
22485,[]
50783,"[(54252, 0.678617829349624), (51204, 0.6673233299467686), (42615, 0.6666686183303927), (1716, 0.6644775227301674), (29929, 0.6539960705097316), (41369, 0.6517377475683925)]"
27259,[]
23221,[]
50310,[]
3704,"[(22452, 0.7791539466687533), (56189, 0.7627409898729605), (21063, 0.7363785366667984), (45345, 0.7304454310528902), (1723, 0.7265221153782327), (43382, 0.7237115997791307), (14435, 0.7216892366387644), (13972, 0.7138079836939664), (46818, 0.7128905520968812), (31348, 0.7113039967085999), (30456, 0.7069119918317749), (52577, 0.7033866335381473), (20402, 0.7021165248801019), (41555, 0.701922341271704), (42371, 0.6984883219533597), (53546, 0.6975773941503277), (12319, 0.6971212307119616), (29315, 0.6967020598880167), (7896, 0.6957798559434529), (56855, 0.6901645270502476), (28068, 0.6892453173665658), (50811, 0.6891586658103319), (44634, 0.6883102307410675), (24165, 0.6786403927073529), (781, 0.6768758002087898), (13365, 0.6765573694647422), (34196, 0.6762285068895244), (4771, 0.6740132708903627), (5090, 0.6735642382372324), (54660, 0.6734706637700232), (48146, 0.6722364462140766), (12011, 0.6722105426402937), (7365, 0.6652981052174046), (57744, 0.6634510447245588), (22728, 0.6627317660285073), (50129, 0.6625951265031383), (7881, 0.6623306378491319), (43148, 0.6619953466489313), (54760, 0.6601213484511452), (17403, 0.6589170215165405), (21364, 0.6582156739133646), (2200, 0.654936492052398), (28272, 0.6544478393904651), (439, 0.6541038178190482), (30009, 0.6511084000864426), (36171, 0.6506166120104909)]"
22592,"[(22397, 0.8118618967490003), (34196, 0.8113559883566344), (16294, 0.8001479704153797), (53546, 0.7772435083317493), (50678, 0.7685059840255262), (54182, 0.7642865276876167), (56982, 0.7628476414011498), (21108, 0.7584385218040136), (37113, 0.7576156987572591), (52359, 0.7566229267068986), (56189, 0.7537101043409968), (34572, 0.7467046020124001), (12011, 0.745961361411835), (27916, 0.7435665079774552), (49132, 0.7424517057642757), (33269, 0.7409947168915738), (33405, 0.7391078873371819), (31563, 0.7355595390568034), (21063, 0.7338025940246545), (47061, 0.7329695027223444), (5719, 0.732830642172395), (9361, 0.7317839913458356), (45345, 0.7300764503150616), (25546, 0.7299548835875814), (2200, 0.7294268377034641), (2864, 0.7292562109984005), (47730, 0.7261636175752182), (43382, 0.7258343352744455), (54760, 0.7244207428002668), (22037, 0.7228072037380733), (4036, 0.7222195960563481), (26583, 0.7213514992500749), (53906, 0.7175260744891757), (46818, 0.7163302801805783), (51067, 0.7152043507895368), (7896, 0.7143975091779777), (19075, 0.7106898657954811), (47320, 0.7104650930465013), (2473, 0.7096830175976001), (57539, 0.7089661644110781), (8146, 0.7067112390939811), (12892, 0.7039272521525093), (11380, 0.7038184112819363), (29206, 0.7032867125614645), (36348, 0.7016778730351915), (50575, 0.7011102274748029), (25629, 0.7004213081863817), (43842, 0.7003666383982421), (31631, 0.6992132047177441), (13365, 0.6974833666854048), (37078, 0.6973474973383003), (59394, 0.6972432139012805), (39123, 0.6962855078001164), (6972, 0.696026565680357), (31499, 0.6948610855436235), (15199, 0.6948422057361406), (628, 0.6947445979598638), (41570, 0.6946847199441267), (14197, 0.6941997737673375), (53701, 0.6937182817852797), (42087, 0.6933670335649832), (15067, 0.6932002136813727), (16782, 0.6929993392032304), (46939, 0.6927148419727482), (57149, 0.6923782461887139), (43148, 0.691881633232639), (25742, 0.6906501867533601), (54751, 0.6904044412505113), (50924, 0.6900996060279967), (8971, 0.6895225550037485), (13064, 0.6894733445419736), (49658, 0.6888788368213871), (47036, 0.6887616719888116), (22899, 0.6882498279613426), (30740, 0.6880027918133427), (38737, 0.6878954271318505), (1039, 0.6873627122471033), (10940, 0.687197367140013), (19098, 0.6862674809954857), (12319, 0.6860097515046278), (56766, 0.68579247788674), (18764, 0.6851500988539478), (28213, 0.6848420923429008), (4661, 0.6843147091170857), (57487, 0.6842128466655095), (57581, 0.6835847434385288), (22437, 0.6827604225035259), (48719, 0.6822989027005981), (21932, 0.6811949607896816), (35596, 0.6810865426065421), (55900, 0.6807218661303024), (13443, 0.6803043921495681), (25748, 0.6793511051570533), (20402, 0.6791953942949942), (56790, 0.6789113496366391), (1723, 0.6767805822717798), (41809, 0.6759718571051657), (21671, 0.6752313146412557), (23961, 0.6750984133610012), (16553, 0.6747477188735488), (25240, 0.6743931517402135), (14784, 0.6739666462324432), (25690, 0.6734666201959945), (22270, 0.6725966352169896), (34191, 0.6724821738318594), (23146, 0.672356667394851), (27476, 0.6721037003689885), (41275, 0.6718945310203192), (41997, 0.670844114032623), (4771, 0.6700456248924305), (17455, 0.669102381958218), (42874, 0.6687324644615671), (30430, 0.668549891914498), (19250, 0.667863879377083), (29315, 0.6657446413616376), (34870, 0.6655269912087283), (38129, 0.6652361439523943), (41455, 0.6649192810397505), (8743, 0.6644711333190162), (52259, 0.6639147134632747), (41407, 0.6633745286676717), (41555, 0.6632140951320254), (52809, 0.6615466298110746), (59377, 0.6613624710089551), (5848, 0.6602109106295294), (29425, 0.6599753095406224), (26403, 0.6595912129043942), (18299, 0.659309469571081), (47020, 0.6590460049355156), (37115, 0.6586865376756414), (58320, 0.658611268790091), (46838, 0.6580048609739552), (9008, 0.6580005373928143), (7281, 0.6578365446445592), (17701, 0.6576253219354913), (35676, 0.6575250592561201), (19691, 0.6573596423529656), (31977, 0.6572300810458876), (3075, 0.65714342552731), (48307, 0.6569516912486257), (51204, 0.6562845391254274), (41832, 0.655676882194266), (40370, 0.6554590254641761), (42225, 0.6548754105002202), (21826, 0.6544846362741183), (43999, 0.6544598211632523), (58002, 0.6539753368880511), (33108, 0.6526359863036356), (17445, 0.6522377300537109), (2053, 0.6522015252031648), (56599, 0.6515056405300776), (58801, 0.6504783156542738)]"
40289,"[(5406, 0.7036601888910019), (28063, 0.6739071412021537), (1168, 0.6627607081555469), (57438, 0.65573912615891)]"
54808,[]
40915,"[(45177, 0.6757741210967918)]"
44426,[]
16514,"[(9392, 0.7334433279298218), (27546, 0.7328501591009078), (49014, 0.7200543535959711), (4570, 0.7159934226896243), (24292, 0.7139162681005046), (55517, 0.707311545951296), (54986, 0.6922548490256877), (50105, 0.6828902375499012), (35090, 0.6816207690738355), (27004, 0.67924412382347), (4958, 0.6742403305769827), (10618, 0.6722210054424775), (35278, 0.6719114878492235), (6141, 0.6718700952842868), (45363, 0.6698864036368365), (19106, 0.6684534231968038), (58268, 0.6668127219710632), (9950, 0.6662053862914064), (53129, 0.666053902337817), (42518, 0.6655398727083063), (10644, 0.6644392252962807), (43684, 0.6618895371069358), (14249, 0.6561757934203103), (3320, 0.6559760390734137), (57825, 0.6547821016547791), (46683, 0.6544922224429186), (40941, 0.6530083676956701), (1214, 0.6510216602295404), (16398, 0.6502810213507276)]"
12717,"[(4801, 0.7378659996098335), (5287, 0.6839867641327851), (29916, 0.67792601234763), (6360, 0.6679703864500374), (28063, 0.66710169776155), (45971, 0.6616685417142547), (1168, 0.6603282510988059), (14721, 0.654591114300573)]"
13313,"[(36991, 0.6986309203979326), (8871, 0.6944816325179634), (1637, 0.6835714174808499), (41987, 0.6822126402575305), (1560, 0.6807818588471737), (23805, 0.6752065659327915), (52839, 0.6735363199860198), (44952, 0.672962799635973), (5678, 0.670653426089759), (44420, 0.6613679710157779), (33250, 0.6603230661365904), (49728, 0.6597624737979878), (57949, 0.6575572097587041), (41833, 0.6572508837897146), (31603, 0.6570071791075587), (30359, 0.6548756421579629), (14854, 0.6535848871202697), (9718, 0.6534100495586435), (34, 0.6502660016079064)]"
50717,[]
8673,[]
15235,"[(13661, 0.7251433811344234), (1716, 0.7227015325686813), (41085, 0.6864583893292511), (17380, 0.6850303294145142), (12892, 0.6797533925546438), (2200, 0.6770492703547335), (47968, 0.6705250510806795), (46916, 0.6695274467420022), (25546, 0.6686251799681847), (31499, 0.6660640064097202), (49234, 0.6646919260774405), (51067, 0.6639951820763872), (26403, 0.6636110501950281), (47061, 0.6628336351409011), (8743, 0.6584035936449717)]"
59290,[]
13777,[]
4313,"[(42675, 0.999999999999206), (59143, 0.999999999999206), (36002, 0.999999999999206), (59416, 0.999999999999206), (58288, 0.999999999999206), (16073, 0.999999999999206), (15150, 0.999999999999206), (14216, 0.999999999999206), (16340, 0.999999999999206), (34174, 0.999999999999206), (27314, 0.999999999999206), (23083, 0.9999999999991719), (53632, 0.9999999999991719), (25261, 0.9999999999991719), (39993, 0.9999999999991719), (26096, 0.9999999999991719), (24759, 0.9999999999991719), (51121, 0.9999999999991719), (27547, 0.9999999999991719), (39090, 0.9999999999991719)]"
54534,[]
28113,[]
54305,"[(21826, 0.6980773087499594), (54660, 0.666047245526165), (14197, 0.6539026505061264), (26652, 0.6531445746202091)]"
51960,"[(6251, 0.697889320919832), (11624, 0.66064299608728), (55517, 0.6585794824049298), (31687, 0.6573983602926879)]"
44348,"[(2864, 0.682039223467394), (21826, 0.6653018528363468), (53431, 0.6635916049118685), (58700, 0.663534916297571), (52809, 0.6585490894139004), (47044, 0.6581532951823976)]"
40307,"[(3780, 0.999999999999206), (41912, 0.999999999999206), (55941, 0.999999999999206), (26231, 0.999999999999206), (57557, 0.999999999999206), (33280, 0.999999999999206), (31730, 0.9999999999991719), (44470, 0.9999999999991719), (54372, 0.9999999999991719)]"
38238,"[(6337, 0.6534487976643542)]"
14861,"[(16281, 0.6560555634255038)]"
30063,"[(3780, 0.999999999999206), (41912, 0.999999999999206), (55941, 0.999999999999206), (26231, 0.999999999999206), (57557, 0.999999999999206), (33280, 0.999999999999206), (31730, 0.9999999999991719), (44470, 0.9999999999991719), (54372, 0.9999999999991719)]"
46989,"[(4471, 0.6768706455938701)]"
37517,"[(3780, 0.999999999999206), (41912, 0.999999999999206), (55941, 0.999999999999206), (26231, 0.999999999999206), (31730, 0.9999999999991719), (54372, 0.9999999999991719)]"
9512,"[(42675, 0.999999999999206), (59143, 0.999999999999206), (36002, 0.999999999999206), (59416, 0.999999999999206), (58288, 0.999999999999206), (16073, 0.999999999999206), (15150, 0.999999999999206), (14216, 0.999999999999206), (16340, 0.999999999999206), (34174, 0.999999999999206), (27314, 0.999999999999206), (23083, 0.9999999999991719), (53632, 0.9999999999991719), (25261, 0.9999999999991719), (39993, 0.9999999999991719), (26096, 0.9999999999991719), (3979, 0.9999999999991719), (24759, 0.9999999999991719), (51121, 0.9999999999991719), (27547, 0.9999999999991719), (39090, 0.9999999999991719)]"
21407,[]
42532,[]
43103,[]
45520,"[(979, 0.6557832853782297)]"
53735,"[(44836, 0.7584204773578206), (51124, 0.7367562876207232), (12383, 0.706513309003573), (14796, 0.691669834736876), (43300, 0.6858472899783296), (6251, 0.679480295253913), (58785, 0.6776872759431154), (55517, 0.6738490531418413), (9392, 0.6651390652459841), (44324, 0.6644952429115486), (20699, 0.6644106349129821), (52524, 0.6574255084604205)]"
56816,[]
28723,"[(57968, 0.7349018777463214), (47061, 0.6986291928953436), (17532, 0.6940732758101915), (25457, 0.6903770496488432), (24319, 0.6768163254430845), (2200, 0.6767378256744596), (56790, 0.6698230614211146), (17805, 0.6660392476502476), (13685, 0.6640411453260714), (57062, 0.662122861175832), (17585, 0.6615060110714531), (12319, 0.6609118575579891), (55791, 0.6584932143045868), (15697, 0.6572240195622899), (21070, 0.6564529995910726), (21364, 0.6510044093962905)]"
26894,[]
12892,"[(59208, 0.7630739738570155), (43077, 0.7364491392205109), (35090, 0.7278111568607127), (42312, 0.7229103682344735), (44028, 0.7212525571977279), (16312, 0.7201845246142282), (35278, 0.7184041647132714), (37999, 0.7152711783901051), (24849, 0.7133139535515534), (28445, 0.7080884481110031), (1214, 0.7068751586846433), (16398, 0.7059167064125771), (22592, 0.7039272521525093), (8583, 0.7031578696953091), (8641, 0.7024298428075009), (19161, 0.6993815047349502), (56833, 0.6975016360782935), (7287, 0.6959711897206252), (3542, 0.6917692193689687), (58268, 0.6872743675848156), (14757, 0.686284549773461), (30082, 0.683558450833239), (20095, 0.6817144777837676), (46683, 0.6814290124411371), (15235, 0.6797533925546438), (35938, 0.6758186887162102), (4322, 0.6752196027198892), (8057, 0.6750452693427418), (26240, 0.674623407877433), (10347, 0.6744869669186876), (7721, 0.6738003732378814), (49826, 0.6729268042392027), (48786, 0.6721286879058189), (2155, 0.6720098456765015), (23671, 0.6716519752409531), (47611, 0.6711343896747566), (23805, 0.6698547954881742), (27004, 0.6693382406159931), (6298, 0.6689938402330167), (21473, 0.6681062665926434), (8571, 0.6677350554377711), (45363, 0.6671807771610462), (14706, 0.6662413671053563), (18977, 0.6657299323444615), (16164, 0.6657258202343049), (5483, 0.6657145267822099), (37139, 0.6650206336287631), (52203, 0.6641427481256531), (38350, 0.6627045249412589), (16656, 0.6624671179722508), (10857, 0.6624546180110588), (4958, 0.661586385110601), (38005, 0.6615693533005602), (3320, 0.661409226215809), (30356, 0.6607926285393295), (24292, 0.6589395231146682), (19106, 0.6576791085183936), (19036, 0.6576752500829017), (11361, 0.6570017956391945), (56681, 0.6563366770048001), (44952, 0.6553310677709888), (34804, 0.6552044220203905), (32967, 0.6523295684897318), (21738, 0.652208578512396), (27546, 0.6518223449274713), (40545, 0.6517286690216227)]"
16164,"[(11063, 0.7006703237808987), (53546, 0.6979084392251081), (34196, 0.6942519185311109), (14197, 0.6734246100580585), (22899, 0.6719686991042814), (19075, 0.6678565732333716), (22397, 0.6671155570664581), (12892, 0.6657258202343049), (27916, 0.6608387753303371), (56982, 0.6552286941021215)]"
55325,[]
10014,"[(50575, 0.683816823593247), (50924, 0.6771500853143781), (46369, 0.6748611488026298), (35676, 0.6535813336864142)]"
49665,[]
40692,"[(31155, 0.6802359336456105), (14266, 0.6744120688926623), (11990, 0.6677058642113171), (12492, 0.6561805283314004), (14432, 0.6538456741362534)]"
28843,[]
23400,"[(15248, 0.6513602016252641)]"
18925,"[(28736, 0.7357463509780254), (19082, 0.7249326408178381), (46008, 0.6985582838220453), (17429, 0.6971289633709056), (58320, 0.6951976709018093), (15736, 0.6945630462817138), (28494, 0.6940061587613581), (45928, 0.6919207188276011), (25590, 0.6889287149448708), (324, 0.688276941734239), (55638, 0.6826756071914718), (23961, 0.6790658508400799), (45417, 0.6785195387423428), (6059, 0.6751621899372318), (5473, 0.6742721354162943), (51828, 0.6722855624174676), (59377, 0.6710185319917404), (13093, 0.6688672074510874), (29362, 0.66168584513965), (8923, 0.6616351845344706), (18240, 0.6579861398296273), (8012, 0.6567340256181268), (5048, 0.6547462463735606), (31499, 0.654520300685768), (53869, 0.6510820408732444), (7055, 0.6500060591299937)]"
29055,"[(7896, 0.7414655537024607), (54660, 0.7270247265750625), (8012, 0.7155289229450823), (21093, 0.7153297175141219), (57744, 0.7067154563425118), (58320, 0.7019085451565883), (7055, 0.7014675504373425), (19082, 0.6981207993315817), (52577, 0.6978202688794716), (41456, 0.6968873613801077), (27476, 0.6959770499944821), (45928, 0.6955673874186128), (56982, 0.6947499205474934), (50678, 0.6946162466381478), (40370, 0.6937276723679724), (28063, 0.6917664209084966), (9361, 0.6914915485445836), (54760, 0.6884538499293238), (17701, 0.6869717211989721), (50811, 0.685413049997044), (43148, 0.6852992229389984), (54182, 0.6844339486237372), (22397, 0.6842101808777946), (53546, 0.6840468723166184), (59796, 0.6837564204069863), (29206, 0.6834964442820393), (35676, 0.6829897345653112), (21077, 0.6829451882129153), (6059, 0.6816024471162425), (55638, 0.6811733712727578), (25457, 0.6799937160326249), (45971, 0.6795167091163723), (21063, 0.6761276661895514), (42371, 0.6757775234350886), (9008, 0.6740274565973611), (52259, 0.6729693614513689), (34572, 0.6723457087668105), (11380, 0.6714901180079492), (16257, 0.6713194969203214), (56790, 0.6711379966299794), (34196, 0.6691357981590125), (36399, 0.6690483798943692), (1168, 0.6686151198418082), (22452, 0.6681054992830587), (17429, 0.6672199402861525), (50129, 0.6660025635957101), (439, 0.6626295573609257), (2053, 0.6612005468391022), (13443, 0.6598346002609093), (52359, 0.6597885115814746), (18240, 0.6594692313195298), (58801, 0.6593714427747248), (14435, 0.6579166721066939), (2200, 0.657321742654211), (41570, 0.6560936359249887), (17570, 0.6560656287331541), (43999, 0.6558576405101095), (28736, 0.6553668814008731), (12011, 0.6550147483898519), (56189, 0.6537825489310485), (23932, 0.6530597785156647), (51828, 0.6530313656868195), (49658, 0.6525960185895008), (13661, 0.6522869685276759), (12000, 0.65203858071834), (41740, 0.6503897398500048), (28068, 0.6502920535544889)]"
